"site_no","dateTime","Flow_Inst","Flow_Inst_cd","Wtemp_Inst","pH_Inst","DO_Inst"
"02336728",2011-05-27 23:30:00,70,"A",22.1,6.7,7.5
"02336313",2011-05-24 21:15:00,0.93,"A",24.9,7.2,NA
"02336526",2011-05-26 22:45:00,10,"A e",23.8,8.4,9.7
"02203655",2011-05-17 15:00:00,9.6,"X",15.4,7.1,8.7
"02336410",2011-05-28 21:15:00,24,"E",24.4,7.1,7.3
"02203655",2011-05-02 08:30:00,11,"A",19.7,7.1,6.6
"02336360",2011-05-06 09:30:00,15,"E",15.4,7,8.2
"02336240",2011-05-05 21:30:00,15,"A e",17.5,7.2,NA
"02203655",2011-05-22 14:45:00,8.5,"X",20.1,7,7.2
"02336300",2011-05-18 22:00:00,27,"A",18.4,7.6,9.7
"02336360",2011-05-21 19:30:00,9.8,"A e",23.4,7.4,9.6
"02336410",2011-05-24 08:00:00,13,"A",22.4,7.2,6.9
"02336728",2011-05-27 01:00:00,206,"A",22.5,6.9,7.2
"02336360",2011-05-13 00:00:00,11,"X",24.5,7.2,7.6
"02336120",2011-05-18 22:30:00,14,"A e",17.8,7.3,9.3
"02203700",2011-05-25 23:30:00,3.7,"A e",25.5,NA,6.8
"02336728",2011-05-04 20:45:00,40,"A",18.7,6.9,8.6
"02336526",2011-05-21 23:00:00,3.5,"A e",24,9.1,11.7
"02336120",2011-05-24 18:00:00,11,"A",23.3,7.2,8
"02336313",2011-05-31 09:00:00,0.77,"A",22.9,7.4,5.3
"02336728",2011-05-20 03:45:00,11,"A",17.2,7.1,NA
"02336240",2011-05-20 22:45:00,9.2,"A",21.3,7.3,8.5
"02336240",2011-05-11 01:30:00,11,"A",22.9,7.1,7
"02203655",2011-05-27 01:00:00,303,"A",22.7,6.7,NA
"02336410",2011-05-31 09:00:00,13,"X",24,7,6.1
"02203655",2011-05-03 21:00:00,13,"A",20.8,7.2,6.7
"02337170",2011-05-18 16:45:00,2990,"A",13.3,7,9.9
"02336360",2011-06-01 00:45:00,7.2,"A",26.3,7.1,6.9
"02336313",2011-05-02 13:00:00,1,"A",18.6,7,6.8
"02336410",2011-05-15 22:15:00,16,"X",18.9,7.4,8.9
"02336240",2011-05-30 18:15:00,12,"A",25.8,7.1,7.8
"02203700",2011-05-12 14:45:00,4.9,"X",21.5,NA,8.2
"02337170",2011-05-20 20:30:00,3700,"A",17,6.9,9.4
"02336526",2011-05-19 02:15:00,3.8,"A e",17.1,8.8,10.4
"02336300",2011-05-10 14:00:00,30,"A",20.5,7.3,7.7
"02336410",2011-05-04 13:30:00,98,"A",16.8,6.7,8.3
"02336300",2011-05-24 13:30:00,21,"A e",22.1,7.4,7
"02336120",2011-05-28 13:15:00,30,"A e",NA,6.8,7.2
"02203700",2011-05-11 10:15:00,4.6,"A e",20.3,7.4,3.5
"02336360",2011-05-04 04:15:00,446,"A",18.7,6.7,7.9
"02336300",2011-05-12 01:00:00,29,"X",24.7,7.5,7.2
"02203700",2011-05-07 04:15:00,5.6,"X",17.4,7,5.8
"02336300",2011-05-09 14:15:00,31,"A",19.2,7.3,8
"02336120",2011-05-09 09:45:00,16,"A",18.6,7.1,7.9
"02336313",2011-05-15 06:45:00,0.98,"A",19.7,7.2,6.8
"02336360",2011-05-11 10:45:00,12,"A",21.3,7,7.1
"02336360",2011-05-12 10:30:00,11,"A",21.6,6.9,7
"02336360",2011-05-21 02:15:00,10,"A",20.7,7.2,7.7
"02336240",2011-05-18 12:30:00,NA,"E",13.5,7.3,8.9
"02203700",2011-05-18 05:45:00,4.2,"X",14.9,6.8,5.3
"02336360",2011-05-22 06:00:00,9.8,"X",21.4,7.1,6.9
"02336120",2011-05-16 12:45:00,13,"E",16.7,7.2,8.2
"02336120",2011-05-31 04:45:00,13,"A",24.8,7,6.6
"02336300",2011-05-20 20:15:00,25,"X",23.1,7.6,9.5
"02336728",2011-05-02 08:30:00,15,"A",19.3,7,7.8
"02336410",2011-05-16 06:15:00,16,"A",17.6,7.2,8.1
"02336360",2011-05-25 05:30:00,9.1,"A",23,7.1,6.5
"02336526",2011-05-06 17:30:00,5.2,"X",17.1,7.2,10.3
"02203655",2011-05-06 22:15:00,12,"X",17.8,7.2,7.8
"02336240",2011-05-30 23:45:00,11,"A",25.4,7,7
"02336300",2011-05-16 15:45:00,26,"X",16.9,7.6,8.6
"02336360",2011-05-16 10:30:00,11,"A",17,7.1,8.1
"02336120",2011-05-29 04:30:00,20,"A",23,NA,6.8
"02336728",2011-05-14 18:30:00,12,"A",22.9,7.3,8.7
"02337170",2011-05-21 21:30:00,3370,"A",17.8,6.9,9.2
"02336526",2011-05-19 22:00:00,3.6,"A",19.8,8.9,12.6
"02336526",2011-05-08 15:15:00,4.6,"A",17.1,7.2,9.5
"02336240",2011-05-25 00:30:00,7.9,"A",24.1,7.2,7
"02336300",2011-05-07 00:15:00,39,"A",18.1,7.3,8.1
"02203700",2011-05-25 09:30:00,3.7,"E",20.8,6.8,4.5
"02336313",2011-05-09 10:30:00,1.1,"E",18.1,7.2,7.2
"02336526",2011-05-26 13:15:00,2.8,"A",22.4,7.4,6.3
"02336728",2011-05-03 22:30:00,85,"A e",20.7,7,8.3
"02336526",2011-05-10 23:00:00,5.9,"A",26,8.4,9.5
"02336360",2011-05-23 18:45:00,11,"A",24.2,7.4,9.2
"02336360",2011-05-08 07:15:00,13,"X",17.6,7.1,8
"02336120",2011-05-17 07:00:00,13,"A",16.1,7.2,8.3
"02337170",2011-05-07 01:00:00,6600,"A",12.9,6.8,10.5
"02336313",2011-05-06 05:30:00,1.2,"A",15.6,7,7.8
"02337170",2011-05-11 02:45:00,3840,"A e",19.4,6.8,8.7
"02336526",2011-05-31 05:00:00,6.9,"X",25,7.2,NA
"02336120",2011-05-26 01:30:00,11,"A",25,7.1,7
"02336410",2011-05-14 15:00:00,17,"A",21,7.2,7.6
"02336526",2011-05-19 17:30:00,3.8,"A e",16.8,8,11.4
"02336360",2011-05-28 17:15:00,11,"A",23.2,7,7.4
"02336360",2011-05-14 15:30:00,11,"A",21,7.2,8.2
"02336360",2011-05-04 14:15:00,36,"A",16.8,6.9,8.4
"02336313",2011-05-31 01:15:00,0.69,"A",25.7,7.3,5.4
"02203700",2011-05-22 22:30:00,3.9,"A",26,7,7.2
"02336360",2011-05-06 21:15:00,14,"X",19.1,7.2,8.8
"02336410",2011-05-23 23:30:00,14,"A",24.3,7.3,7.9
"02336360",2011-05-10 04:00:00,12,"E",21.5,7,7.3
"02337170",2011-05-18 17:15:00,3140,"A",13.4,7,9.9
"02336240",2011-05-06 15:00:00,14,"A e",15.1,7.2,8.9
"02336728",2011-05-01 10:15:00,16,"E",18.3,7,7.9
"02336526",2011-05-10 20:00:00,6.4,"A",24.8,8,11
"02336526",2011-05-17 16:15:00,3.8,"A",15.8,NA,10.5
"02203700",2011-05-03 15:45:00,6.1,"A",21.1,7.2,10.4
"02336300",2011-05-03 04:15:00,31,"A",21.3,7.3,6.9
"02336728",2011-05-21 15:30:00,9.7,"A e",20.1,7.2,8.8
"02337170",2011-05-07 07:00:00,5930,"A",14,6.9,10.1
"02336360",2011-05-30 12:45:00,6.6,"E",22.9,6.9,6.8
"02336120",2011-05-20 00:45:00,12,"E",19.4,7.2,8.6
"02337170",2011-05-10 11:00:00,1580,"A",20.6,6.9,7.8
"02336360",2011-05-23 03:00:00,9.8,"A e",23.2,7.2,6.8
"02336410",2011-05-18 14:30:00,16,"A",14.1,7.2,9.6
"02203655",2011-05-27 02:30:00,183,"A e",22.1,6.7,7
"02336300",2011-05-01 18:15:00,34,"A e",21.5,7.3,8.1
"02336728",2011-05-25 11:15:00,8.2,"A",20.5,7,7.4
"02336728",2011-05-25 15:45:00,8.2,"X",22.4,7.2,8.6
"02336360",2011-05-23 11:45:00,9.4,"X",21.1,7.1,6.8
"02336360",2011-05-18 01:15:00,11,"A",15.6,7.3,9.3
"02337170",2011-05-04 07:00:00,6200,"X",15.2,6.8,9.8
"02337170",2011-05-09 19:30:00,1340,"A e",20,7,NA
"02336360",2011-05-04 16:45:00,31,"A",17.6,7,8.5
"02336410",2011-05-24 18:00:00,12,"A",24.1,7.4,8.7
"02337170",2011-05-18 04:00:00,3470,"E",14.3,7,9.7
"02203700",2011-05-09 20:15:00,5.1,"A",24.5,7.2,8.9
"02336313",2011-05-03 04:30:00,0.98,"E",21.3,7,5.7
"02336526",2011-05-12 15:15:00,3.8,"A e",21.6,7.2,8.6
"02203700",2011-05-06 07:45:00,5.6,"A",15.4,7,5.9
"02203655",2011-05-23 04:45:00,7.5,"X",22.8,6.9,6
"02336526",2011-05-01 14:30:00,4.4,"A",17.6,7,8.1
"02336728",2011-05-20 19:45:00,10,"A e",22.4,7.3,9.2
"02336360",2011-05-22 07:15:00,9.8,"X",21.2,7.1,6.9
"02203700",2011-05-04 08:15:00,17,"A e",16.2,6.7,8.1
"02336360",2011-05-05 07:30:00,19,"A e",16.5,6.9,8.1
"02336728",2011-05-14 22:30:00,12,"A e",23.1,7.3,8.2
"02336313",2011-05-17 19:45:00,1,"E",NA,7.2,9
"02336728",2011-05-14 23:00:00,12,"A",22.9,7.3,8
"02336240",2011-05-17 18:45:00,11,"A",NA,7.4,NA
"02337170",2011-05-20 23:00:00,4620,"E",16.8,6.8,9.3
"02336360",2011-05-21 00:00:00,10,"A",21.5,7.3,8.4
"02336410",2011-05-09 21:15:00,20,"E",22.2,7.2,8.4
"02336120",2011-05-18 09:00:00,13,"X",14.4,7.2,8.7
"02336410",2011-05-31 07:30:00,13,"A",24.2,NA,6.3
"02336240",2011-05-21 14:15:00,9.2,"A e",18.7,NA,8.4
"02203700",2011-05-11 15:30:00,4.9,"A e",22.2,7.4,9.3
"02336300",2011-05-21 11:45:00,24,"E",19.3,7.3,7.3
"02336526",2011-05-31 23:45:00,4.4,"E",27.6,8.2,9.1
"02203655",2011-05-01 18:00:00,12,"X",19.5,7.2,7.1
"02336410",2011-05-25 18:15:00,11,"A",24.6,7.4,8.6
"02336410",2011-05-15 23:00:00,16,"A",18.7,7.3,8.6
"02336120",2011-05-04 07:15:00,420,"X",17.6,6.4,7.8
"02336728",2011-05-17 10:00:00,13,"A e",15.4,7.1,8.6
"02337170",2011-05-10 05:45:00,1350,"A",21.2,6.9,7.8
"02336313",2011-05-16 07:15:00,1,"A",16.9,7.2,7.5
"02203700",2011-05-01 08:45:00,6.1,"A",17.6,7,6.7
"02336240",2011-05-24 12:00:00,8.5,"X",21,7.2,7.1
"02203700",2011-05-16 04:45:00,4.4,"A",NA,6.9,4.7
"02336410",2011-05-23 08:30:00,14,"E",22,7.2,NA
"02336410",2011-05-18 09:30:00,16,"E",14.4,7.2,9
"02336120",2011-05-25 20:45:00,10,"A",25.2,7.3,8.2
"02336360",2011-05-27 14:45:00,65,"A",21,6.6,7.4
"02336313",2011-05-16 06:30:00,1,"X",17.1,7.2,7.6
"02336313",2011-05-15 17:00:00,1,"A",18.8,7.3,8.9
"02336410",2011-05-29 21:30:00,17,"X",25.4,7.1,7.2
"02337170",2011-05-04 09:15:00,6660,"A e",NA,6.8,9.5
"02336313",2011-05-07 18:15:00,1.1,"E",20,7.3,9.3
"02336526",2011-05-12 07:00:00,3.6,"A",23,7.2,6.1
"02336240",2011-05-07 21:00:00,13,"A",19.7,7.3,8.8
"02336313",2011-05-05 11:45:00,1.3,"X",13.1,NA,8.6
"02336120",2011-05-23 19:30:00,11,"A",23.9,7.2,8.1
"02336313",2011-05-12 16:00:00,1,"A",23.8,7.2,8.8
"02336240",2011-05-21 17:30:00,9.2,"A e",22.1,7.4,9.8
"02336526",2011-05-24 12:15:00,3.1,"A e",21.2,7.5,6.4
"02336300",2011-05-20 21:00:00,25,"X",23.4,7.6,9.3
"02336240",2011-05-18 22:45:00,9.9,"E",17.1,7.4,9.4
"02336300",2011-05-18 08:00:00,28,"A",14.6,7.5,8.2
"02336526",2011-05-31 10:00:00,4.8,"A",23,7.1,6.9
"02336360",2011-05-29 18:30:00,7.8,"X",25,7,7.6
"02203655",2011-05-27 18:00:00,109,"E",20.8,6.4,7.6
"02336410",2011-05-03 02:15:00,21,"A",21.5,6.8,7
"02336300",2011-05-08 08:30:00,34,"A",17.5,7.3,7.7
"02336120",2011-05-11 07:45:00,15,"E",21.7,7.2,7.2
"02337170",2011-05-08 20:00:00,1420,"A",17.8,7,NA
"02336120",2011-05-25 12:45:00,12,"A",21.6,7.1,7
"02336728",2011-05-27 06:45:00,340,"A e",20.9,6.5,7.9
"02336360",2011-05-12 06:00:00,11,"A",22.7,6.9,6.9
"02203700",2011-05-14 04:45:00,4.4,"X",21.7,6.9,4.5
"02203700",2011-05-04 23:00:00,24,"X",18.9,6.7,7
"02336313",2011-05-11 20:15:00,0.98,"A",25.3,7.3,7.9
"02336410",2011-05-19 00:00:00,15,"A e",16.6,7.4,9.6
"02336360",2011-05-07 12:45:00,13,"X",15.3,7.1,8.5
"02336313",2011-05-29 20:00:00,0.82,"E",25.8,7.4,6.6
"02336240",2011-05-04 20:00:00,27,"E",18.6,7,8.5
"02336360",2011-05-14 23:30:00,NA,"E",22.5,7.3,8
"02336300",2011-05-03 14:30:00,31,"A",20.5,7.3,7.5
"02336313",2011-05-13 00:30:00,0.98,"A e",24.7,7.2,6.6
"02336526",2011-05-30 02:15:00,5.9,"X",25.8,7.3,7
"02203655",2011-05-31 07:45:00,9.2,"A",24,7.2,6
"02203655",2011-05-20 05:00:00,8.5,"E",18.4,7,7.6
"02336240",2011-05-14 23:00:00,10,"E",22.1,7.3,7.9
"02337170",2011-05-31 23:00:00,1260,"X",26.2,6.9,7.5
"02336728",2011-05-29 12:15:00,20,"A",21.7,7,7.5
"02336313",2011-05-22 03:30:00,0.93,"A e",22.1,7.2,6.2
"02336120",2011-05-24 03:00:00,11,"E",23.7,7.2,7
"02336410",2011-05-05 05:15:00,40,"A e",17.2,6.9,8.2
"02336300",2011-05-08 08:15:00,33,"A",17.5,7.3,7.7
"02336410",2011-05-18 12:45:00,16,"A",14,7.2,9.3
"02336120",2011-05-08 17:15:00,17,"A",18.4,7.2,8.9
"02336313",2011-05-23 23:00:00,0.93,"A",24.8,7.2,7.5
"02336526",2011-05-24 17:45:00,3.1,"A",23.3,8.2,10.7
"02337170",2011-05-08 17:30:00,1430,"E",16.6,7,9
"02336240",2011-05-22 00:15:00,8.9,"A",22.4,7.2,7.5
"02337170",2011-05-09 13:00:00,1390,"A",18.2,6.9,8.3
"02337170",2011-05-27 00:30:00,1720,"E",21.4,7.1,8.5
"02336313",2011-05-10 12:30:00,1.1,"A e",19.3,7.2,7.1
"02336240",2011-05-22 07:45:00,8.9,"A",20.2,7.2,7.2
"02337170",2011-05-25 23:15:00,1680,"A e",NA,NA,9
"02336313",2011-05-23 21:00:00,0.93,"X",24.8,7.2,8.1
"02336360",2011-05-08 17:00:00,13,"A e",18.5,7.2,9
"02337170",2011-05-15 16:30:00,2200,"X",15.6,6.9,9.4
"02336120",2011-05-13 10:15:00,13,"X",21.6,7.1,7.1
"02336240",2011-05-19 07:30:00,9.9,"A",14.8,7.3,8.4
"02336526",2011-05-28 18:45:00,8.6,"E",23.7,7.2,8.4
"02336526",2011-05-19 23:30:00,3.6,"A",20,9,12.1
"02203700",2011-05-22 04:15:00,3.9,"E",22,6.8,4.3
"02203655",2011-05-02 17:45:00,12,"A",20.1,7.1,7.3
"02203655",2011-05-06 05:30:00,NA,"A",16.8,7.2,7.8
"02336728",2011-05-17 05:00:00,12,"E",16.1,7.1,8.6
"02336410",2011-05-18 11:45:00,16,"A",14,7.2,9.2
"02336728",2011-05-19 18:00:00,11,"X",18.4,7.3,9.8
"02336728",2011-05-21 10:45:00,9.7,"A",18,7.1,8
"02336300",2011-05-26 04:15:00,18,"A",24.6,7.3,6.3
"02336410",2011-05-21 23:15:00,14,"A",23,7.4,8.2
"02336240",2011-05-09 21:00:00,12,"A",22.8,7.3,8.7
"02337170",2011-05-15 12:15:00,2280,"A e",15.1,6.9,9.6
"02336728",2011-05-31 11:00:00,13,"A",22.7,7,7.3
"02336120",2011-05-01 12:15:00,18,"E",18,7.1,7.9
