"site_no","dateTime","Flow_Inst","Flow_Inst_cd","Wtemp_Inst","pH_Inst","DO_Inst"
"02336313",2011-05-12 18:30:00,1,"A",25.5,7.3,8.9
"02336410",2011-05-09 22:45:00,19,"A e",22,7.2,8.1
"02336728",2011-05-28 23:15:00,28,"E",22.9,6.9,7.5
"02203655",2011-05-31 02:30:00,9.2,"E",24.9,7,6.1
"02336313",2011-05-02 01:15:00,1,"X",21.8,7,6.3
"02336120",2011-05-24 17:15:00,10,"A",22.9,7.2,7.9
"02336240",2011-05-22 06:15:00,8.9,"A",20.6,7.2,7.1
"02336410",2011-05-23 03:30:00,13,"A e",23.2,7.2,6.9
"02336120",2011-05-05 03:00:00,33,"A e",17.1,6.8,8.3
"02336313",2011-05-02 19:45:00,1,"E",23.1,7.1,7.8
"02336300",2011-05-03 23:00:00,47,"X",20.2,7.3,7.3
"02336410",2011-05-25 21:45:00,11,"A",25.8,7.4,8
"02336360",2011-05-17 22:45:00,10,"A e",16.2,7.4,10.1
"02336313",2011-05-02 06:15:00,0.98,"X",19.9,7,NA
"02336120",2011-05-24 12:45:00,11,"A",21.6,7.1,7.1
"02336313",2011-05-06 10:00:00,1.2,"E",14.2,7,8.3
"02336728",2011-05-22 01:15:00,9.7,"A",22.6,7.2,7.6
"02336526",2011-05-15 09:45:00,3.6,"A",19.6,7.2,6.6
"02336526",2011-05-31 08:30:00,4.6,"E",23.6,7.2,7
"02336360",2011-05-15 20:30:00,10,"A e",19.2,7.4,9.4
"02336240",2011-05-02 14:45:00,13,"X",19.3,7.2,8.2
"02337170",2011-05-28 07:15:00,3220,"A",20.4,6.6,7.3
"02336526",2011-05-17 02:00:00,7.7,"A e",17.8,8.1,9.2
"02336360",2011-05-15 22:00:00,11,"X",19,7.3,9.1
"02336526",2011-05-07 09:00:00,4.8,"A e",15.7,7.1,NA
"02336120",2011-05-20 01:15:00,12,"X",19.2,7.2,8.5
"02336360",2011-05-13 21:15:00,11,"A",23.8,7.4,8.9
"02203655",2011-05-01 09:15:00,12,"A e",18.2,7.1,6.9
"02336120",2011-05-13 20:30:00,13,"A e",23.8,7.3,8.6
"02336410",2011-05-25 01:15:00,11,"X",24.1,7.2,7.2
"02336313",2011-05-22 16:00:00,1.1,"A e",22.8,7.3,9
"02336410",2011-05-10 08:30:00,19,"A",20.9,7,7.3
"02336526",2011-05-17 18:15:00,3.8,"A",16.4,7.6,11.6
"02203700",2011-05-05 14:45:00,21,"A",17.1,6.6,7.2
"02337170",2011-05-23 05:30:00,1410,"A",20,6.9,8.4
"02336526",2011-05-10 07:00:00,4,"E",21.6,7.1,NA
"02336526",2011-05-20 16:00:00,3.6,"X",17.9,7.8,9.8
"02336526",2011-05-02 18:45:00,4.2,"A",22,7.2,9.8
"02336313",2011-05-08 14:45:00,1.1,"A e",18.1,7.2,9.1
"02336360",2011-05-28 12:30:00,12,"A e",21.2,6.8,NA
"02336728",2011-05-28 21:30:00,29,"A",23.5,7,7.6
"02336526",2011-05-12 21:00:00,3.6,"E",25.9,8.2,11.2
"02336728",2011-05-24 22:00:00,8.9,"X",25.6,7.3,8.4
"02203655",2011-05-20 13:30:00,8.5,"A",16.8,7,8.1
"02336313",2011-05-24 21:30:00,0.93,"X",24.9,7.2,7.6
"02336240",2011-05-06 11:45:00,14,"A e",14.2,7.2,8.6
"02336410",2011-05-12 08:45:00,17,"A",22.3,7,7
"02203700",2011-05-15 04:00:00,4.2,"A",20.8,6.8,NA
"02336240",2011-05-14 09:15:00,10,"E",20.6,7.2,7.1
"02336240",2011-05-29 15:30:00,14,"A",22.4,7,7.5
"02203700",2011-05-03 04:45:00,6.1,"X",20.5,7.1,6.3
"02336313",2011-05-01 12:45:00,1.1,"E",17.1,7.1,7.2
"02203655",2011-05-26 17:30:00,7.5,"A",23,7,6.7
"02203655",2011-05-27 08:30:00,1110,"X",19.9,6.6,8.6
"02336360",2011-05-19 06:30:00,10,"E",15.6,7.1,8.5
"02336526",2011-05-10 06:45:00,4,"X",21.7,7.1,6.7
"02336240",2011-05-29 20:30:00,13,"A",25.4,7,7.3
"02203655",2011-05-20 16:15:00,8.5,"A",18,7,8.6
"02336300",2011-05-16 21:45:00,29,"A",18.8,7.6,9
"02336120",2011-05-18 13:00:00,13,"A",14,7.3,8.9
"02336360",2011-05-28 12:45:00,12,"A e",21.2,6.8,7
"02337170",2011-05-23 23:00:00,2180,"A e",22.2,7.1,8.4
"02336526",2011-05-13 23:00:00,3.6,"A e",24,8.5,10.6
"02336120",2011-05-24 02:00:00,11,"A",23.9,7.1,7.1
"02203700",2011-05-18 07:15:00,4.4,"A",14.4,6.8,5.3
"02337170",2011-05-03 01:30:00,4600,"A",15.8,6.8,9.9
"02336526",2011-05-27 19:15:00,26,"A e",22.6,6.9,7.8
"02337170",2011-05-06 08:15:00,NA,"E",13,6.8,10.4
"02203700",2011-05-01 08:00:00,6.4,"A",17.9,7,6.7
"02336410",2011-05-05 13:30:00,33,"A",14.8,7,8.9
"02336120",2011-05-04 07:00:00,459,"X",17.6,6.4,7.7
"02337170",2011-05-14 02:45:00,5380,"A",14.2,6.8,10
"02336360",2011-05-09 07:30:00,12,"A",NA,7.1,7.8
"02336526",2011-05-02 01:45:00,4,"X",22.4,7.2,7.5
"02337170",2011-05-12 05:00:00,4420,"A",16.6,6.8,9.4
"02336526",2011-05-22 16:15:00,3.6,"A",21.4,7.8,9.4
"02336526",2011-05-30 04:45:00,5.7,"X",NA,7.2,6.7
"02336526",2011-05-20 10:30:00,3.5,"X",17.3,7.6,7.4
"02336410",2011-05-12 15:45:00,17,"A",22.3,7.2,8
"02336360",2011-05-18 08:00:00,10,"E",14.5,7.1,9
"02336120",2011-05-04 17:30:00,58,"A",17.6,6.8,8.5
"02336240",2011-05-24 07:30:00,8.2,"A",21.8,NA,6.8
"02336410",2011-05-20 15:15:00,14,"X",17.7,7.2,8.9
"02336410",2011-05-12 10:30:00,17,"A",22,7.1,7.1
"02336360",2011-05-03 20:00:00,NA,"A e",22.1,7.2,8.4
"02336120",2011-05-21 04:15:00,12,"A",20.4,6.8,7.5
"02336526",2011-05-06 20:15:00,5.2,"A",19.3,7.4,10.5
"02336120",2011-05-22 06:15:00,11,"E",21.3,7.2,7.1
"02336120",2011-05-17 18:30:00,14,"A",16.2,7.3,9.3
"02203700",2011-05-09 14:45:00,5.1,"A",19.4,7.2,7.6
"02336526",2011-05-08 20:45:00,4.6,"X",21.7,7.9,11
"02336240",2011-05-03 01:30:00,13,"A e",21,7.1,7.3
"02336526",2011-05-03 00:15:00,4.2,"A e",23.7,7.4,8.6
"02336120",2011-05-05 11:15:00,26,"A e",14.9,6.9,8.7
"02336240",2011-05-14 04:45:00,10,"A e",21.6,7.2,7
"02336120",2011-05-11 23:00:00,15,"A",24.9,7.3,8.2
"02336240",2011-05-07 11:30:00,13,"A",15,7.2,8.5
"02336240",2011-05-20 09:15:00,9.5,"A",16.6,7.2,8
"02336360",2011-05-06 06:15:00,15,"X",16.3,7,8.1
"02203700",2011-05-09 13:45:00,4.9,"A",18.5,7.2,6.6
"02336526",2011-05-30 21:30:00,4.6,"A e",27.1,7.7,9.2
"02336120",2011-05-09 04:15:00,16,"A",19.4,7.1,7.7
"02336410",2011-05-27 12:15:00,370,"A",20.9,6.7,7
"02336526",2011-05-21 02:30:00,3.6,"X",22.1,8.8,9.1
"02336360",2011-05-03 18:45:00,13,"A",22.4,7.2,8.7
"02336526",2011-05-16 15:15:00,3.8,"A",16.5,7.2,8.9
"02336120",2011-05-22 20:45:00,11,"E",24.5,7.3,8.3
"02336313",2011-05-10 04:45:00,1.1,"A",21.4,7.2,6.6
"02336313",2011-05-08 05:30:00,1,"A",17.6,7.2,7.5
"02336313",2011-05-30 05:00:00,0.73,"A",24.1,7.5,5.6
"02203655",2011-05-25 03:15:00,7.2,"A",23,6.9,6
"02337170",2011-05-10 08:45:00,1350,"E",20.9,6.9,7.7
"02203700",2011-05-14 08:00:00,4.4,"X",20.8,6.8,4.3
"02337170",2011-05-26 03:00:00,1720,"E",20.7,7.1,8.7
"02336526",2011-05-28 10:15:00,11,"A e",20.1,7,7.6
"02203655",2011-05-29 11:30:00,NA,"E",20.8,6.7,6.5
"02336728",2011-05-13 16:30:00,12,"A",23.1,7.2,8.6
"02337170",2011-05-23 01:45:00,1410,"E",20.1,6.8,8.7
"02336300",2011-05-21 20:00:00,24,"A",24.6,7.5,9.2
"02336410",2011-05-22 13:30:00,14,"A e",20.6,7.2,7.7
"02336313",2011-05-10 22:30:00,0.98,"A",24.9,7.2,7.3
"02336300",2011-05-13 22:15:00,27,"A",24.4,7.6,8.3
"02336410",2011-05-03 15:00:00,20,"A",20.4,6.8,7.6
"02336313",2011-05-29 21:30:00,0.77,"A",26,7.3,6.3
"02203700",2011-05-18 12:30:00,4.2,"A",13.5,6.8,5.9
"02203655",2011-05-01 23:00:00,11,"A",20.8,7.2,6.8
"02336240",2011-05-11 01:15:00,11,"X",22.9,7.1,7
"02203655",2011-05-31 20:45:00,9.2,"A",24.4,7.1,6.8
"02336526",2011-05-17 21:45:00,3.8,"A",16.4,8.1,12
"02336120",2011-05-10 07:30:00,15,"A",20.4,7.1,7.5
"02336728",2011-05-27 09:00:00,645,"A e",20.9,6.6,7.3
"02336728",2011-05-04 02:30:00,166,"X",18.2,6.8,8.4
"02336300",2011-05-07 22:00:00,35,"A",20.3,7.2,8.4
"02203655",2011-05-23 07:45:00,7.5,"A",22,6.9,5.9
"02337170",2011-05-20 13:00:00,2520,"A e",14.5,7,10
"02336120",2011-05-05 13:00:00,NA,"A",14.6,6.9,8.8
"02336313",2011-05-12 11:15:00,1,"X",20.5,7.2,6.5
"02336120",2011-05-30 03:45:00,15,"A",24.6,6.9,6.7
"02336360",2011-05-01 14:30:00,14,"A",NA,7.1,8.2
"02336120",2011-05-27 10:00:00,1010,"A",20.4,6.3,7.5
"02337170",2011-05-26 18:00:00,1730,"A",21.5,7.2,8.6
"02336360",2011-05-27 03:15:00,265,"E",22.4,6.6,6.6
"02336120",2011-05-07 06:30:00,17,"A",16.7,7.1,8.3
"02203700",2011-05-04 23:30:00,24,"A",18.6,6.7,7
"02203700",2011-05-04 14:30:00,9.4,"X",15.7,6.8,8.3
"02336300",2011-05-14 12:00:00,27,"X",21,NA,6.8
"02336313",2011-05-23 02:00:00,0.87,"A e",23.8,7.2,6
"02203655",2011-05-18 20:15:00,9.2,"E",16,7.1,9.3
"02336526",2011-05-12 04:00:00,3.6,"A",24.3,7.6,6.4
"02336300",2011-05-09 18:30:00,31,"E",22.6,7.3,8.6
"02336360",2011-05-06 08:00:00,15,"A",15.8,7,8.1
"02336300",2011-05-07 12:15:00,36,"X",15.2,7.3,8
"02336120",2011-05-16 05:30:00,13,"E",17.6,7.2,8
"02203700",2011-05-10 02:15:00,5.1,"E",22.7,7.3,3.6
"02336526",2011-05-24 00:15:00,3.5,"A",24.8,9.1,10.9
"02336313",2011-05-31 19:00:00,0.73,"X",26.7,7.2,7
"02336120",2011-05-04 13:15:00,93,"A e",16.4,6.6,8.3
"02337170",2011-05-12 00:00:00,4830,"E",18.8,6.8,NA
"02336360",2011-05-24 01:15:00,9.4,"E",23.8,7.2,7.2
"02336120",2011-06-01 02:30:00,12,"A",26,7,6.7
"02336300",2011-05-07 03:00:00,38,"A e",17.4,7.3,8
"02336300",2011-05-16 00:00:00,26,"A",18.6,7.6,8.2
"02336410",2011-05-22 12:30:00,14,"A",20.5,7.2,7.3
"02337170",2011-05-14 06:45:00,4290,"A",14.7,6.8,NA
"02203700",2011-05-24 07:45:00,3.7,"A e",21.6,6.8,4.3
"02203700",2011-05-11 07:00:00,4.6,"X",21.5,7.4,3.3
"02336240",2011-05-28 01:30:00,40,"A",21.8,6.9,7.4
"02336240",2011-05-12 07:45:00,10,"A",21.4,7.1,7
"02203700",2011-05-16 08:15:00,4.2,"A",16.8,6.9,4.8
"02336360",2011-05-25 11:30:00,8.7,"A",21.5,7.1,6.7
"02336526",2011-05-24 02:00:00,NA,"A",24.4,NA,9.2
"02336120",2011-05-19 23:45:00,12,"A e",19.7,7.3,8.9
"02336120",2011-05-07 10:45:00,17,"X",15.8,7.1,8.5
"02203700",2011-05-19 05:30:00,4.2,"A",15.8,6.8,5.3
"02336120",2011-05-14 18:00:00,13,"A",21.5,7.3,8.3
"02336360",2011-05-11 05:00:00,12,"A e",22.6,7,6.9
"02336300",2011-05-15 11:15:00,26,"A",19.2,7.4,7.1
"02336313",2011-05-17 18:15:00,1.1,"X",16.8,7.2,8.9
"02336240",2011-05-06 07:00:00,14,"A e",15.1,7.2,8.4
"02337170",2011-05-16 03:30:00,1500,"A",16,6.9,8.9
"02336313",2011-05-07 21:30:00,1,"A",20.8,7.3,8.3
"02337170",2011-05-16 07:00:00,1380,"A",16.1,6.9,8.8
"02336240",2011-05-21 15:30:00,9.2,"A",19.7,7.3,9
"02336120",2011-05-04 22:00:00,41,"X",18.8,6.8,8.3
"02336313",2011-05-08 04:00:00,1,"A e",18.3,7.2,NA
"02336410",2011-05-21 19:00:00,14,"A",22.8,7.5,9.3
"02336120",2011-05-21 05:00:00,12,"A",20.2,6.7,7.5
"02336313",2011-05-19 05:30:00,0.98,"A",15.7,7.2,7.2
"02336240",2011-05-03 22:15:00,19,"X",21.1,7.1,7.9
"02203655",2011-05-26 14:30:00,6.8,"A",22,6.9,5.8
"02336526",2011-05-13 20:30:00,3.6,"A",24.2,8.2,11.5
"02336526",2011-05-19 11:00:00,3.6,"A e",14.6,7.5,8.1
"02336728",2011-05-28 07:45:00,45,"A",21.4,6.8,7.5
"02336728",2011-05-01 20:15:00,16,"A",22,7.1,8.5
"02336313",2011-05-31 04:00:00,0.69,"A",24.7,7.4,5.5
"02336120",2011-05-28 20:30:00,25,"X",24.7,6.8,7.3
"02336728",2011-05-13 13:30:00,12,"A",21.2,7.1,7.7
"02336526",2011-05-10 23:15:00,5.9,"A",26,8.3,9.2
"02337170",2011-05-21 01:30:00,4640,"X",16.1,6.8,9.6
"02336120",2011-05-12 08:15:00,14,"A",22,7.1,7.1
"02336240",2011-05-10 03:00:00,11,"A",21,7.2,7.3
"02336240",2011-05-23 23:15:00,8.2,"A",24.1,7.3,7.9
"02336120",2011-05-10 21:30:00,16,"A",24.2,7.3,8.6
"02336360",2011-05-12 19:30:00,11,"A e",25.2,7.3,9.2
"02336300",2011-05-25 14:00:00,20,"X",NA,7.4,NA
"02336120",2011-05-26 16:15:00,8.9,"X",23.1,7.2,7.6
"02203655",2011-05-02 23:15:00,11,"A",21.4,7.1,6.7
"02203700",2011-05-21 03:00:00,5.1,"A",NA,6.8,5
"02336313",2011-05-13 19:00:00,1,"E",24.6,7.3,9
"02337170",2011-05-26 13:30:00,1750,"E",20.5,7.1,8.4
"02203655",2011-05-21 07:45:00,7.8,"A e",19.7,7,6.8
"02337170",2011-05-09 01:00:00,1390,"A",18.7,6.9,8.4
"02203700",2011-05-07 12:15:00,5.1,"A",14.6,7.2,7
"02336410",2011-05-22 06:45:00,14,"A",21.4,7.2,7.3
"02336120",2011-05-04 10:45:00,148,"X",16.8,6.5,8.2
"02336526",2011-05-26 16:45:00,2.8,"E",23.2,7.7,8.9
"02336360",2011-05-22 10:45:00,NA,"X",20.4,7.1,7
"02336360",2011-05-27 05:15:00,110,"E",22.2,6.6,6.7
"02336240",2011-05-10 15:30:00,11,"A",21,7.2,8.4
"02336240",2011-05-06 10:15:00,14,"A e",14.5,7.2,8.6
"02336360",2011-05-25 06:30:00,9.1,"A",22.8,7.1,6.5
"02336120",2011-05-08 20:15:00,17,"A",20,7.3,8.9
"02336728",2011-05-02 00:45:00,16,"A",20.3,7.1,8
"02336360",2011-05-26 11:45:00,8.4,"A e",22.5,7.1,6.4
"02336240",2011-05-04 13:45:00,46,"A",15.9,7,8.7
"02203655",2011-05-26 01:45:00,6.8,"E",23.5,6.9,5.6
"02336300",2011-05-01 19:30:00,33,"A",22.5,7.3,8.3
"02336313",2011-05-22 17:45:00,1,"A",24.3,7.3,9
"02336728",2011-05-25 00:00:00,8.9,"A e",25,7.2,7.7
"02336240",2011-05-28 17:15:00,21,"A",22.5,7,NA
"02336300",2011-05-15 15:30:00,26,"A e",19.3,7.5,8.3
"02336120",2011-05-10 04:30:00,16,"A",21.1,7.1,7.6
"02336526",2011-05-30 04:15:00,5.9,"A",25.1,7.2,6.7
"02203655",2011-05-28 06:15:00,28,"A",21.1,6.4,7
"02336300",2011-05-01 12:15:00,31,"X",18.2,7.2,7.2
"02337170",2011-05-14 22:45:00,5590,"E",15.4,6.7,9.5
"02337170",2011-05-12 20:45:00,6530,"A",14.4,6.7,9.9
"02336240",2011-05-31 13:15:00,NA,"X",22.5,7.1,7.2
"02336300",2011-05-08 01:15:00,34,"A",19.1,7.3,7.9
"02336313",2011-05-13 01:00:00,0.98,"A",24.4,7.2,6.6
"02336240",2011-05-24 14:15:00,8.2,"A",21.5,7.2,7.8
"02336120",2011-05-22 16:45:00,11,"X",21.6,7.2,8
"02336240",2011-05-30 12:15:00,12,"X",22.2,7,7.1
"02336410",2011-05-28 20:15:00,25,"A e",24.4,7.1,7.5
"02203700",2011-05-21 00:45:00,NA,"A",22.5,6.9,5.8
"02203655",2011-05-28 11:00:00,23,"X",20.2,6.4,7
"02336410",2011-05-07 09:30:00,23,"A",16.2,7,8.5
"02336410",2011-05-19 06:45:00,15,"E",15.5,7.2,8.9
"02336313",2011-05-20 06:30:00,0.93,"A",17.5,7.1,6.9
"02336240",2011-05-05 02:15:00,20,"X",16.6,7,8.2
"02336410",2011-05-27 06:30:00,211,"A",22,6.7,5.8
"02336526",2011-05-31 14:30:00,4.6,"A e",22.9,7.2,8.1
"02336240",2011-05-03 11:15:00,13,"A",19.3,7.1,7.4
"02336728",2011-05-29 05:45:00,22,"X",21.9,7,7.4
"02336120",2011-05-01 18:00:00,18,"X",19.9,7.2,8.7
"02337170",2011-05-31 08:45:00,1270,"A",24.5,6.8,6.9
"02337170",2011-05-14 12:00:00,3660,"A",15.1,NA,9.7
"02203655",2011-05-22 17:00:00,8.5,"A",21.3,NA,7.7
"02336360",2011-05-07 21:45:00,13,"A",19.7,7.3,8.9
"02336120",2011-05-23 22:15:00,11,"A e",24.8,7.3,8
"02203655",2011-05-30 17:30:00,10,"A",23,6.9,6.6
"02336526",2011-05-31 15:30:00,4.6,"A",23.3,7.2,8.5
"02336526",2011-05-24 15:30:00,3.1,"A",21.8,7.7,8.5
"02336300",2011-05-07 14:30:00,34,"E",15.9,7.3,8.5
"02203700",2011-05-03 02:30:00,6.1,"A",21.5,7.2,6.7
"02336410",2011-05-10 15:45:00,NA,"E",21,7.1,7.8
"02336728",2011-05-14 14:45:00,12,"X",21,7.2,8
"02336313",2011-05-16 14:00:00,1.1,"X",16.3,7.2,8.4
"02336526",2011-05-16 06:45:00,NA,"A e",17.4,7.3,7.6
"02336728",2011-05-22 20:30:00,9.7,"X",25.5,7.3,8.7
"02336728",2011-05-04 08:45:00,188,"A",17.4,6.7,8.1
"02336240",2011-05-05 20:45:00,15,"A",17.8,7.2,8.8
"02336300",2011-05-24 03:45:00,21,"A",23.8,NA,NA
"02336240",2011-05-27 06:15:00,247,"A",20.9,6.8,7.8
"02336300",2011-05-04 02:15:00,695,"A e",19.1,7.1,7.6
"02336360",2011-05-26 12:30:00,8.1,"A e",22.4,7.1,6.6
"02336120",2011-05-13 01:00:00,14,"E",24.4,7.2,7.5
"02337170",2011-05-27 16:00:00,NA,"X",20.5,6.3,5.8
"02336313",2011-05-19 13:15:00,NA,"A",14.4,7.2,8.2
"02336313",2011-05-28 15:15:00,0.93,"A",21.2,7.2,7.2
"02336526",2011-05-25 06:15:00,3.5,"X",22.7,7.6,6.6
"02203700",2011-05-05 15:15:00,21,"A e",17.6,6.7,7.3
"02336120",2011-05-05 23:30:00,22,"A",17.8,7,8.7
"02336410",2011-05-20 20:30:00,14,"A e",21.8,7.5,9.6
"02337170",2011-05-13 17:30:00,4450,"A",16.8,6.9,9.1
"02336313",2011-05-14 05:15:00,0.98,"A",21.8,7.2,6.5
"02336300",2011-05-22 12:30:00,23,"A e",20.7,7.3,7.1
"02336410",2011-05-27 21:30:00,70,"E",22.8,6.8,7
"02336240",2011-05-27 08:45:00,2560,"A",19.5,6.6,8.5
"02203655",2011-05-02 22:30:00,NA,"E",21.2,7.1,6.9
"02203655",2011-05-31 05:15:00,8.8,"A",NA,7.1,6.2
"02336120",2011-05-02 22:15:00,17,"X",22.2,7.2,8.3
"02336313",2011-05-01 06:00:00,1,"A",18.7,7.1,6.3
"02337170",2011-05-31 04:15:00,1270,"A",25.1,6.8,7
"02336120",2011-05-19 15:45:00,12,"X",15.8,7.3,9.1
"02336120",2011-05-24 16:15:00,11,"A",22.4,7.2,7.7
"02336300",2011-05-17 20:00:00,28,"A",16.7,7.7,9.3
"02336300",2011-05-17 02:00:00,28,"X",17.4,7.6,8.1
"02336240",2011-05-31 04:45:00,11,"E",23.8,7,6.7
"02336410",2011-05-05 04:45:00,41,"E",17.3,6.9,7.9
"02336526",2011-05-06 06:00:00,5.2,"A",16.1,7,8.2
"02336313",2011-05-24 18:00:00,0.93,"A e",25,7.2,8.9
"02336313",2011-05-31 06:30:00,0.73,"A",23.8,7.4,5.3
"02203700",2011-05-24 06:00:00,3.9,"A",22.3,6.8,4.2
"02336313",2011-05-15 04:15:00,0.93,"X",20.8,7.2,6.8
"02336313",2011-05-16 16:30:00,1.1,"E",16.8,7.3,8.8
"02203700",2011-05-22 23:15:00,3.9,"A",25.6,6.9,6.4
"02336360",2011-05-16 19:15:00,10,"A",18.1,7.4,10.1
"02336728",2011-05-18 01:30:00,11,"A",15.6,7.1,9
"02336300",2011-05-20 01:00:00,27,"A e",NA,7.5,8.5
"02203655",2011-05-28 15:15:00,19,"A",20.1,6.4,7.2
"02203655",2011-05-25 13:45:00,7.2,"E",20.9,6.9,6.1
"02336410",2011-05-29 22:30:00,16,"A e",25.2,7.1,7.2
"02336526",2011-05-12 17:15:00,3.8,"A",23.1,7.5,10.2
"02336526",2011-05-15 23:15:00,3.8,"E",18.7,8.1,10.5
"02337170",2011-05-13 01:00:00,5130,"E",14.8,6.8,10
"02336728",2011-05-26 11:45:00,7.8,"A e",21.2,7,7.3
"02336300",2011-05-01 10:00:00,32,"A",18.6,7.2,7
"02336313",2011-05-11 03:30:00,0.98,"A",23,7.2,6.2
"02336410",2011-05-16 01:45:00,16,"A",18.3,7.3,8.2
"02336313",2011-05-08 21:30:00,1,"A",21.9,7.3,8.5
"02203700",2011-05-19 04:30:00,4.2,"A",16.3,6.8,5.3
"02336120",2011-05-12 01:00:00,15,"A",24.2,7.2,7.5
"02336360",2011-05-31 02:45:00,6.3,"A",25.3,7,6.5
"02203655",2011-05-28 13:45:00,21,"A",NA,6.4,7.2
"02336360",2011-05-26 08:30:00,NA,"A e",23.1,7.1,6.3
"02336360",2011-05-22 19:15:00,9.8,"A",NA,7.4,9.3
"02336526",2011-05-24 10:00:00,3.1,"E",21.7,7.5,6.2
"02336240",2011-05-03 19:30:00,13,"A e",22.3,7.2,8.4
"02336120",2011-05-16 00:00:00,13,"X",18.6,7.3,8.3
"02336360",2011-05-25 07:00:00,8.7,"A",22.7,7.1,6.5
"02336240",2011-05-09 08:30:00,12,"A",18.4,7.2,7.7
"02336410",2011-05-30 22:30:00,13,"E",26.2,7.1,7.2
"02336728",2011-05-22 13:00:00,9.3,"X",19.6,7.1,7.8
"02336410",2011-05-09 06:45:00,21,"A e",19.5,7.1,7.7
"02203655",2011-05-29 22:00:00,11,"A",23.4,6.7,NA
"02336360",2011-05-01 17:30:00,14,"X",20.1,7.2,8.9
"02336410",2011-05-24 01:45:00,15,"A",23.7,7.2,7.2
"02337170",2011-05-27 01:00:00,1710,"E",21.3,7.1,8.5
"02336360",2011-05-21 11:45:00,9.8,"A",18.8,7.1,7.5
"02337170",2011-05-02 05:30:00,3680,"A",15,6.9,10.1
"02203655",2011-05-07 01:15:00,12,"A",18.3,7.2,7.6
"02336120",2011-05-23 21:15:00,11,"A e",24.7,7.3,8.2
"02336120",2011-05-05 15:15:00,24,"A",14.9,7,8.9
"02336120",2011-05-23 06:45:00,11,"A",22.4,7.1,6.9
"02336120",2011-05-21 11:00:00,12,"A",18.8,7.1,7.5
"02203700",2011-05-15 06:15:00,4.2,"X",19.8,6.9,4.4
"02337170",2011-05-19 02:45:00,4020,"E",13.3,6.9,10.1
"02336120",2011-05-16 09:00:00,13,"A e",17.1,7.2,8.1
"02337170",2011-05-31 18:15:00,1260,"A",24.7,6.9,7.1
"02336313",2011-05-14 00:45:00,0.98,"X",23.4,7.2,7
"02336526",2011-05-21 14:30:00,3.6,"A e",19,7.6,8.3
"02336360",2011-05-04 13:15:00,39,"A",16.7,6.8,8.4
"02336728",2011-05-25 02:15:00,8.6,"X",23.7,7.1,7.2
"02336728",2011-05-31 03:00:00,14,"E",24.2,7,7.2
"02336728",2011-05-23 20:30:00,9.3,"X",25.2,7.3,8.8
"02336240",2011-05-08 01:45:00,13,"E",18.3,7.2,7.9
"02336300",2011-05-10 11:45:00,31,"A",20.2,7.3,7.1
"02203655",2011-05-01 07:15:00,11,"A",18.9,7.1,6.6
"02203655",2011-05-20 21:30:00,8.8,"A",19.9,7,8.1
"02336728",2011-05-19 22:30:00,11,"A",19.9,7.3,9.2
"02203700",2011-05-12 16:15:00,4.9,"A",23,7.2,10
"02336300",2011-05-19 02:30:00,27,"A e",16.8,7.5,8.5
"02336300",2011-05-03 17:15:00,31,"A",22.4,7.3,8.1
"02336728",2011-05-24 01:15:00,9.3,"A",23.9,7.2,7.4
"02336526",2011-05-13 05:00:00,3.6,"A e",23.7,7.6,6.2
"02336410",2011-05-12 01:45:00,17,"X",23.8,7.1,7
"02337170",2011-05-05 04:30:00,6190,"A e",14.3,NA,10
"02336410",2011-05-05 01:15:00,45,"A e",NA,6.9,7.7
"02336410",2011-05-21 05:00:00,14,"A",20.1,7.2,7.7
"02336410",2011-05-09 04:30:00,21,"E",19.8,7.1,7.6
"02336300",2011-05-22 19:00:00,22,"A",25.5,7.5,8.8
"02336410",2011-05-16 04:45:00,16,"A",17.8,7.2,8.2
"02336120",2011-05-14 17:15:00,13,"A",21.3,7.2,8.2
"02203700",2011-05-24 17:15:00,NA,"X",23.7,7.1,8.5
"02336728",2011-05-25 21:00:00,10,"A e",26,7.3,8.7
"02336120",2011-05-20 07:00:00,12,"A",17.6,7.2,8.2
"02336410",2011-05-27 05:15:00,232,"A",22.2,6.7,5.9
"02336360",2011-05-06 03:00:00,15,"A e",17,7.1,8.1
"02336360",2011-05-06 11:00:00,15,"E",15.1,7,8.3
"02336300",2011-05-12 12:45:00,NA,"X",21.7,7.4,7
"02336240",2011-05-13 12:30:00,10,"A",20.7,7.2,7.3
"02203700",2011-05-10 06:00:00,4.9,"X",20.8,7.3,3.4
"02337170",2011-05-09 07:30:00,1400,"E",18.7,6.9,8.2
"02336410",2011-05-04 06:45:00,284,"A",18.5,6.7,7.5
"02336526",2011-05-17 17:15:00,NA,"E",16.1,7.5,11.1
"02336120",2011-05-12 09:45:00,14,"E",21.7,7.2,7.1
"02336300",2011-05-20 22:15:00,23,"X",23.4,7.5,9
"02336240",2011-05-29 12:45:00,14,"A",21,7,7.3
"02336120",2011-05-24 14:00:00,11,"X",21.7,7.1,7.3
"02203700",2011-05-15 13:00:00,4.2,"A e",17.9,6.9,5.9
"02336728",2011-05-13 23:45:00,12,"E",23,7.2,7.8
"02336728",2011-05-15 14:45:00,11,"X",19.1,7.2,8.4
"02336410",2011-05-06 05:15:00,26,"A",16.7,7,8.4
"02336410",2011-05-26 22:00:00,10,"A e",24.9,7.3,7.6
