"site_no","dateTime","Flow","Flow_cd","Wtemp","pH","DO","Wtemp_F"
"02336240","2011-05-29 20:30:00",13,"A",25.4,7,7.3,77.72
"02203655","2011-05-20 16:15:00",8.5,"A",18,7,8.6,64.4
"02336300","2011-05-16 21:45:00",29,"A",18.8,7.6,9,65.84
"02336120","2011-05-18 13:00:00",13,"A",14,7.3,8.9,57.2
"02336360","2011-05-28 12:45:00",12,"A e",21.2,6.8,7,70.16
"02337170","2011-05-23 23:00:00",2180,"A e",22.2,7.1,8.4,71.96
"02336526","2011-05-13 23:00:00",3.6,"A e",24,8.5,10.6,75.2
"02336120","2011-05-24 02:00:00",11,"A",23.9,7.1,7.1,75.02
"02203700","2011-05-18 07:15:00",4.4,"A",14.4,6.8,5.3,57.92
"02337170","2011-05-03 01:30:00",4600,"A",15.8,6.8,9.9,60.44
"02336526","2011-05-27 19:15:00",26,"A e",22.6,6.9,7.8,72.68
"02203700","2011-05-01 08:00:00",6.4,"A",17.9,7,6.7,64.22
"02336410","2011-05-05 13:30:00",33,"A",14.8,7,8.9,58.64
"02337170","2011-05-14 02:45:00",5380,"A",14.2,6.8,10,57.56
"02336360","2011-05-09 07:30:00",12,"A",NA,7.1,7.8,NA
"02337170","2011-05-12 05:00:00",4420,"A",16.6,6.8,9.4,61.88
"02336526","2011-05-22 16:15:00",3.6,"A",21.4,7.8,9.4,70.52
"02336410","2011-05-12 15:45:00",17,"A",22.3,7.2,8,72.14
"02336120","2011-05-04 17:30:00",58,"A",17.6,6.8,8.5,63.68
"02336240","2011-05-24 07:30:00",8.2,"A",21.8,NA,6.8,71.24
"02336410","2011-05-12 10:30:00",17,"A",22,7.1,7.1,71.6
"02336120","2011-05-21 04:15:00",12,"A",20.4,6.8,7.5,68.72
"02336526","2011-05-06 20:15:00",5.2,"A",19.3,7.4,10.5,66.74
"02336120","2011-05-17 18:30:00",14,"A",16.2,7.3,9.3,61.16
"02203700","2011-05-09 14:45:00",5.1,"A",19.4,7.2,7.6,66.92
"02336240","2011-05-03 01:30:00",13,"A e",21,7.1,7.3,69.8
"02336526","2011-05-03 00:15:00",4.2,"A e",23.7,7.4,8.6,74.66
"02336120","2011-05-05 11:15:00",26,"A e",14.9,6.9,8.7,58.82
"02336240","2011-05-14 04:45:00",10,"A e",21.6,7.2,7,70.88
"02336120","2011-05-11 23:00:00",15,"A",24.9,7.3,8.2,76.82
"02336240","2011-05-07 11:30:00",13,"A",15,7.2,8.5,59
"02336240","2011-05-20 09:15:00",9.5,"A",16.6,7.2,8,61.88
"02203700","2011-05-09 13:45:00",4.9,"A",18.5,7.2,6.6,65.3
"02336526","2011-05-30 21:30:00",4.6,"A e",27.1,7.7,9.2,80.78
"02336120","2011-05-09 04:15:00",16,"A",19.4,7.1,7.7,66.92
"02336410","2011-05-27 12:15:00",370,"A",20.9,6.7,7,69.62
"02336360","2011-05-03 18:45:00",13,"A",22.4,7.2,8.7,72.32
"02336526","2011-05-16 15:15:00",3.8,"A",16.5,7.2,8.9,61.7
"02336313","2011-05-10 04:45:00",1.1,"A",21.4,7.2,6.6,70.52
"02336313","2011-05-08 05:30:00",1,"A",17.6,7.2,7.5,63.68
"02336313","2011-05-30 05:00:00",0.73,"A",24.1,7.5,5.6,75.38
"02203655","2011-05-25 03:15:00",7.2,"A",23,6.9,6,73.4
"02336526","2011-05-28 10:15:00",11,"A e",20.1,7,7.6,68.18
"02336728","2011-05-13 16:30:00",12,"A",23.1,7.2,8.6,73.58
"02336300","2011-05-21 20:00:00",24,"A",24.6,7.5,9.2,76.28
"02336410","2011-05-22 13:30:00",14,"A e",20.6,7.2,7.7,69.08
"02336313","2011-05-10 22:30:00",0.98,"A",24.9,7.2,7.3,76.82
"02336300","2011-05-13 22:15:00",27,"A",24.4,7.6,8.3,75.92
"02336410","2011-05-03 15:00:00",20,"A",20.4,6.8,7.6,68.72
"02336313","2011-05-29 21:30:00",0.77,"A",26,7.3,6.3,78.8
"02203700","2011-05-18 12:30:00",4.2,"A",13.5,6.8,5.9,56.3
"02203655","2011-05-01 23:00:00",11,"A",20.8,7.2,6.8,69.44
"02203655","2011-05-31 20:45:00",9.2,"A",24.4,7.1,6.8,75.92
"02336526","2011-05-17 21:45:00",3.8,"A",16.4,8.1,12,61.52
"02336120","2011-05-10 07:30:00",15,"A",20.4,7.1,7.5,68.72
"02336728","2011-05-27 09:00:00",645,"A e",20.9,6.6,7.3,69.62
"02336300","2011-05-07 22:00:00",35,"A",20.3,7.2,8.4,68.54
"02203655","2011-05-23 07:45:00",7.5,"A",22,6.9,5.9,71.6
"02337170","2011-05-20 13:00:00",2520,"A e",14.5,7,10,58.1
"02336120","2011-05-30 03:45:00",15,"A",24.6,6.9,6.7,76.28
"02336360","2011-05-01 14:30:00",14,"A",NA,7.1,8.2,NA
"02336120","2011-05-27 10:00:00",1010,"A",20.4,6.3,7.5,68.72
"02337170","2011-05-26 18:00:00",1730,"A",21.5,7.2,8.6,70.7
"02336120","2011-05-07 06:30:00",17,"A",16.7,7.1,8.3,62.06
"02203700","2011-05-04 23:30:00",24,"A",18.6,6.7,7,65.48
"02336313","2011-05-23 02:00:00",0.87,"A e",23.8,7.2,6,74.84
"02336526","2011-05-12 04:00:00",3.6,"A",24.3,7.6,6.4,75.74
"02336360","2011-05-06 08:00:00",15,"A",15.8,7,8.1,60.44
"02336526","2011-05-24 00:15:00",3.5,"A",24.8,9.1,10.9,76.64
"02336120","2011-05-04 13:15:00",93,"A e",16.4,6.6,8.3,61.52
"02336120","2011-06-01 02:30:00",12,"A",26,7,6.7,78.8
"02336300","2011-05-07 03:00:00",38,"A e",17.4,7.3,8,63.32
"02336300","2011-05-16 00:00:00",26,"A",18.6,7.6,8.2,65.48
"02336410","2011-05-22 12:30:00",14,"A",20.5,7.2,7.3,68.9
"02337170","2011-05-14 06:45:00",4290,"A",14.7,6.8,NA,58.46
"02203700","2011-05-24 07:45:00",3.7,"A e",21.6,6.8,4.3,70.88
"02336240","2011-05-28 01:30:00",40,"A",21.8,6.9,7.4,71.24
"02336240","2011-05-12 07:45:00",10,"A",21.4,7.1,7,70.52
"02203700","2011-05-16 08:15:00",4.2,"A",16.8,6.9,4.8,62.24
"02336360","2011-05-25 11:30:00",8.7,"A",21.5,7.1,6.7,70.7
"02336120","2011-05-19 23:45:00",12,"A e",19.7,7.3,8.9,67.46
"02203700","2011-05-19 05:30:00",4.2,"A",15.8,6.8,5.3,60.44
"02336120","2011-05-14 18:00:00",13,"A",21.5,7.3,8.3,70.7
"02336360","2011-05-11 05:00:00",12,"A e",22.6,7,6.9,72.68
"02336300","2011-05-15 11:15:00",26,"A",19.2,7.4,7.1,66.56
"02336240","2011-05-06 07:00:00",14,"A e",15.1,7.2,8.4,59.18
"02337170","2011-05-16 03:30:00",1500,"A",16,6.9,8.9,60.8
"02336313","2011-05-07 21:30:00",1,"A",20.8,7.3,8.3,69.44
"02337170","2011-05-16 07:00:00",1380,"A",16.1,6.9,8.8,60.98
"02336240","2011-05-21 15:30:00",9.2,"A",19.7,7.3,9,67.46
"02336313","2011-05-08 04:00:00",1,"A e",18.3,7.2,NA,64.94
"02336410","2011-05-21 19:00:00",14,"A",22.8,7.5,9.3,73.04
"02336120","2011-05-21 05:00:00",12,"A",20.2,6.7,7.5,68.36
"02336313","2011-05-19 05:30:00",0.98,"A",15.7,7.2,7.2,60.26
"02203655","2011-05-26 14:30:00",6.8,"A",22,6.9,5.8,71.6
"02336526","2011-05-13 20:30:00",3.6,"A",24.2,8.2,11.5,75.56
"02336526","2011-05-19 11:00:00",3.6,"A e",14.6,7.5,8.1,58.28
"02336728","2011-05-28 07:45:00",45,"A",21.4,6.8,7.5,70.52
"02336728","2011-05-01 20:15:00",16,"A",22,7.1,8.5,71.6
"02336313","2011-05-31 04:00:00",0.69,"A",24.7,7.4,5.5,76.46
"02336728","2011-05-13 13:30:00",12,"A",21.2,7.1,7.7,70.16
"02336526","2011-05-10 23:15:00",5.9,"A",26,8.3,9.2,78.8
"02336120","2011-05-12 08:15:00",14,"A",22,7.1,7.1,71.6
"02336240","2011-05-10 03:00:00",11,"A",21,7.2,7.3,69.8
"02336240","2011-05-23 23:15:00",8.2,"A",24.1,7.3,7.9,75.38
"02336120","2011-05-10 21:30:00",16,"A",24.2,7.3,8.6,75.56
"02336360","2011-05-12 19:30:00",11,"A e",25.2,7.3,9.2,77.36
"02203655","2011-05-02 23:15:00",11,"A",21.4,7.1,6.7,70.52
"02203700","2011-05-21 03:00:00",5.1,"A",NA,6.8,5,NA
"02203655","2011-05-21 07:45:00",7.8,"A e",19.7,7,6.8,67.46
"02337170","2011-05-09 01:00:00",1390,"A",18.7,6.9,8.4,65.66
"02203700","2011-05-07 12:15:00",5.1,"A",14.6,7.2,7,58.28
"02336410","2011-05-22 06:45:00",14,"A",21.4,7.2,7.3,70.52
"02336240","2011-05-10 15:30:00",11,"A",21,7.2,8.4,69.8
"02336240","2011-05-06 10:15:00",14,"A e",14.5,7.2,8.6,58.1
"02336360","2011-05-25 06:30:00",9.1,"A",22.8,7.1,6.5,73.04
"02336120","2011-05-08 20:15:00",17,"A",20,7.3,8.9,68
"02336728","2011-05-02 00:45:00",16,"A",20.3,7.1,8,68.54
"02336360","2011-05-26 11:45:00",8.4,"A e",22.5,7.1,6.4,72.5
"02336240","2011-05-04 13:45:00",46,"A",15.9,7,8.7,60.62
"02336300","2011-05-01 19:30:00",33,"A",22.5,7.3,8.3,72.5
"02336313","2011-05-22 17:45:00",1,"A",24.3,7.3,9,75.74
"02336728","2011-05-25 00:00:00",8.9,"A e",25,7.2,7.7,77
"02336240","2011-05-28 17:15:00",21,"A",22.5,7,NA,72.5
"02336300","2011-05-15 15:30:00",26,"A e",19.3,7.5,8.3,66.74
"02336120","2011-05-10 04:30:00",16,"A",21.1,7.1,7.6,69.98
"02336526","2011-05-30 04:15:00",5.9,"A",25.1,7.2,6.7,77.18
"02203655","2011-05-28 06:15:00",28,"A",21.1,6.4,7,69.98
"02337170","2011-05-12 20:45:00",6530,"A",14.4,6.7,9.9,57.92
"02336300","2011-05-08 01:15:00",34,"A",19.1,7.3,7.9,66.38
"02336313","2011-05-13 01:00:00",0.98,"A",24.4,7.2,6.6,75.92
"02336240","2011-05-24 14:15:00",8.2,"A",21.5,7.2,7.8,70.7
"02336410","2011-05-28 20:15:00",25,"A e",24.4,7.1,7.5,75.92
"02336410","2011-05-07 09:30:00",23,"A",16.2,7,8.5,61.16
"02336313","2011-05-20 06:30:00",0.93,"A",17.5,7.1,6.9,63.5
"02336410","2011-05-27 06:30:00",211,"A",22,6.7,5.8,71.6
"02336526","2011-05-31 14:30:00",4.6,"A e",22.9,7.2,8.1,73.22
"02336240","2011-05-03 11:15:00",13,"A",19.3,7.1,7.4,66.74
"02337170","2011-05-31 08:45:00",1270,"A",24.5,6.8,6.9,76.1
"02337170","2011-05-14 12:00:00",3660,"A",15.1,NA,9.7,59.18
"02203655","2011-05-22 17:00:00",8.5,"A",21.3,NA,7.7,70.34
"02336360","2011-05-07 21:45:00",13,"A",19.7,7.3,8.9,67.46
"02336120","2011-05-23 22:15:00",11,"A e",24.8,7.3,8,76.64
"02203655","2011-05-30 17:30:00",10,"A",23,6.9,6.6,73.4
"02336526","2011-05-31 15:30:00",4.6,"A",23.3,7.2,8.5,73.94
"02336526","2011-05-24 15:30:00",3.1,"A",21.8,7.7,8.5,71.24
"02203700","2011-05-03 02:30:00",6.1,"A",21.5,7.2,6.7,70.7
"02336728","2011-05-04 08:45:00",188,"A",17.4,6.7,8.1,63.32
"02336240","2011-05-05 20:45:00",15,"A",17.8,7.2,8.8,64.04
"02336300","2011-05-24 03:45:00",21,"A",23.8,NA,NA,74.84
"02336240","2011-05-27 06:15:00",247,"A",20.9,6.8,7.8,69.62
"02336300","2011-05-04 02:15:00",695,"A e",19.1,7.1,7.6,66.38
"02336360","2011-05-26 12:30:00",8.1,"A e",22.4,7.1,6.6,72.32
"02336313","2011-05-28 15:15:00",0.93,"A",21.2,7.2,7.2,70.16
"02203700","2011-05-05 15:15:00",21,"A e",17.6,6.7,7.3,63.68
"02336120","2011-05-05 23:30:00",22,"A",17.8,7,8.7,64.04
"02336410","2011-05-20 20:30:00",14,"A e",21.8,7.5,9.6,71.24
"02337170","2011-05-13 17:30:00",4450,"A",16.8,6.9,9.1,62.24
"02336313","2011-05-14 05:15:00",0.98,"A",21.8,7.2,6.5,71.24
"02336300","2011-05-22 12:30:00",23,"A e",20.7,7.3,7.1,69.26
"02336240","2011-05-27 08:45:00",2560,"A",19.5,6.6,8.5,67.1
"02203655","2011-05-31 05:15:00",8.8,"A",NA,7.1,6.2,NA
"02336313","2011-05-01 06:00:00",1,"A",18.7,7.1,6.3,65.66
"02337170","2011-05-31 04:15:00",1270,"A",25.1,6.8,7,77.18
"02336120","2011-05-24 16:15:00",11,"A",22.4,7.2,7.7,72.32
"02336300","2011-05-17 20:00:00",28,"A",16.7,7.7,9.3,62.06
"02336526","2011-05-06 06:00:00",5.2,"A",16.1,7,8.2,60.98
"02336313","2011-05-24 18:00:00",0.93,"A e",25,7.2,8.9,77
"02336313","2011-05-31 06:30:00",0.73,"A",23.8,7.4,5.3,74.84
"02203700","2011-05-24 06:00:00",3.9,"A",22.3,6.8,4.2,72.14
"02203700","2011-05-22 23:15:00",3.9,"A",25.6,6.9,6.4,78.08
"02336360","2011-05-16 19:15:00",10,"A",18.1,7.4,10.1,64.58
"02336728","2011-05-18 01:30:00",11,"A",15.6,7.1,9,60.08
"02336300","2011-05-20 01:00:00",27,"A e",NA,7.5,8.5,NA
"02203655","2011-05-28 15:15:00",19,"A",20.1,6.4,7.2,68.18
"02336410","2011-05-29 22:30:00",16,"A e",25.2,7.1,7.2,77.36
"02336526","2011-05-12 17:15:00",3.8,"A",23.1,7.5,10.2,73.58
"02336728","2011-05-26 11:45:00",7.8,"A e",21.2,7,7.3,70.16
"02336300","2011-05-01 10:00:00",32,"A",18.6,7.2,7,65.48
"02336313","2011-05-11 03:30:00",0.98,"A",23,7.2,6.2,73.4
"02336410","2011-05-16 01:45:00",16,"A",18.3,7.3,8.2,64.94
"02336313","2011-05-08 21:30:00",1,"A",21.9,7.3,8.5,71.42
"02203700","2011-05-19 04:30:00",4.2,"A",16.3,6.8,5.3,61.34
"02336120","2011-05-12 01:00:00",15,"A",24.2,7.2,7.5,75.56
"02336360","2011-05-31 02:45:00",6.3,"A",25.3,7,6.5,77.54
"02203655","2011-05-28 13:45:00",21,"A",NA,6.4,7.2,NA
"02336360","2011-05-22 19:15:00",9.8,"A",NA,7.4,9.3,NA
"02336240","2011-05-03 19:30:00",13,"A e",22.3,7.2,8.4,72.14
"02336360","2011-05-25 07:00:00",8.7,"A",22.7,7.1,6.5,72.86
"02336240","2011-05-09 08:30:00",12,"A",18.4,7.2,7.7,65.12
"02336410","2011-05-09 06:45:00",21,"A e",19.5,7.1,7.7,67.1
"02203655","2011-05-29 22:00:00",11,"A",23.4,6.7,NA,74.12
"02336410","2011-05-24 01:45:00",15,"A",23.7,7.2,7.2,74.66
"02336360","2011-05-21 11:45:00",9.8,"A",18.8,7.1,7.5,65.84
"02337170","2011-05-02 05:30:00",3680,"A",15,6.9,10.1,59
"02203655","2011-05-07 01:15:00",12,"A",18.3,7.2,7.6,64.94
"02336120","2011-05-23 21:15:00",11,"A e",24.7,7.3,8.2,76.46
"02336120","2011-05-05 15:15:00",24,"A",14.9,7,8.9,58.82
"02336120","2011-05-23 06:45:00",11,"A",22.4,7.1,6.9,72.32
"02336120","2011-05-21 11:00:00",12,"A",18.8,7.1,7.5,65.84
"02336120","2011-05-16 09:00:00",13,"A e",17.1,7.2,8.1,62.78
"02337170","2011-05-31 18:15:00",1260,"A",24.7,6.9,7.1,76.46
"02336526","2011-05-21 14:30:00",3.6,"A e",19,7.6,8.3,66.2
"02336360","2011-05-04 13:15:00",39,"A",16.7,6.8,8.4,62.06
"02336300","2011-05-10 11:45:00",31,"A",20.2,7.3,7.1,68.36
"02203655","2011-05-01 07:15:00",11,"A",18.9,7.1,6.6,66.02
"02203655","2011-05-20 21:30:00",8.8,"A",19.9,7,8.1,67.82
"02336728","2011-05-19 22:30:00",11,"A",19.9,7.3,9.2,67.82
"02203700","2011-05-12 16:15:00",4.9,"A",23,7.2,10,73.4
"02336300","2011-05-19 02:30:00",27,"A e",16.8,7.5,8.5,62.24
"02336300","2011-05-03 17:15:00",31,"A",22.4,7.3,8.1,72.32
"02336728","2011-05-24 01:15:00",9.3,"A",23.9,7.2,7.4,75.02
"02336526","2011-05-13 05:00:00",3.6,"A e",23.7,7.6,6.2,74.66
"02337170","2011-05-05 04:30:00",6190,"A e",14.3,NA,10,57.74
"02336410","2011-05-05 01:15:00",45,"A e",NA,6.9,7.7,NA
"02336410","2011-05-21 05:00:00",14,"A",20.1,7.2,7.7,68.18
"02336300","2011-05-22 19:00:00",22,"A",25.5,7.5,8.8,77.9
"02336410","2011-05-16 04:45:00",16,"A",17.8,7.2,8.2,64.04
"02336120","2011-05-14 17:15:00",13,"A",21.3,7.2,8.2,70.34
"02336728","2011-05-25 21:00:00",10,"A e",26,7.3,8.7,78.8
"02336120","2011-05-20 07:00:00",12,"A",17.6,7.2,8.2,63.68
"02336410","2011-05-27 05:15:00",232,"A",22.2,6.7,5.9,71.96
"02336360","2011-05-06 03:00:00",15,"A e",17,7.1,8.1,62.6
"02336240","2011-05-13 12:30:00",10,"A",20.7,7.2,7.3,69.26
"02336410","2011-05-04 06:45:00",284,"A",18.5,6.7,7.5,65.3
"02336240","2011-05-29 12:45:00",14,"A",21,7,7.3,69.8
"02203700","2011-05-15 13:00:00",4.2,"A e",17.9,6.9,5.9,64.22
"02336410","2011-05-06 05:15:00",26,"A",16.7,7,8.4,62.06
"02336410","2011-05-26 22:00:00",10,"A e",24.9,7.3,7.6,76.82
"02336360","2011-05-07 18:30:00",13,"A e",18.9,7.3,9,66.02
"02203700","2011-05-02 01:45:00",6.1,"A e",21.5,7,7.1,70.7
"02336526","2011-05-12 07:15:00",3.6,"A",22.9,7.2,6.1,73.22
"02336728","2011-05-29 09:30:00",21,"A",21.9,7,7.4,71.42
"02336410","2011-05-09 23:30:00",20,"A e",21.9,NA,7.9,71.42
"02337170","2011-05-13 23:45:00",6210,"A",14.7,6.7,9.9,58.46
"02336120","2011-05-15 16:00:00",13,"A",18.9,7.3,8.3,66.02
"02337170","2011-05-11 19:00:00",2860,"A",18.7,6.9,NA,65.66
"02337170","2011-05-04 13:45:00",6190,"A",15.6,6.7,8.8,60.08
"02336728","2011-05-21 03:45:00",10,"A",19.6,7.1,7.9,67.28
"02203655","2011-05-26 15:00:00",6.8,"A",22.1,6.9,5.9,71.78
"02337170","2011-05-15 07:30:00",3250,"A e",14.7,6.9,9.8,58.46
"02336526","2011-05-24 15:15:00",3.1,"A",21.8,7.6,8.3,71.24
"02203655","2011-05-04 14:00:00",39,"A",15.9,NA,8.1,60.62
"02336300","2011-05-08 12:30:00",33,"A",16.8,7.3,6.9,62.24
"02203700","2011-05-08 10:15:00",5.1,"A",16.3,7.1,5.3,61.34
"02336300","2011-05-09 11:00:00",31,"A",18.8,7.3,7.4,65.84
"02203655","2011-05-26 21:00:00",7.5,"A",23.4,7,6.1,74.12
"02336313","2011-05-18 00:45:00",1,"A",16.4,7.2,7.8,61.52
"02203700","2011-05-16 05:30:00",4.2,"A e",17.2,6.9,4.7,62.96
"02337170","2011-05-31 21:45:00",1260,"A",26,7,7.5,78.8
"02336240","2011-05-07 01:00:00",13,"A e",17.5,7.2,8.2,63.5
"02337170","2011-05-27 00:45:00",1720,"A",21.4,7.1,8.5,70.52
"02336313","2011-05-09 15:00:00",1.1,"A",20.3,7.2,8.8,68.54
"02203700","2011-05-26 18:30:00",3.7,"A",24.6,7.1,9,76.28
"02336728","2011-05-22 19:15:00",9.3,"A",24.9,7.3,8.9,76.82
"02336410","2011-05-13 10:30:00",17,"A",21.7,7.1,7.2,71.06
"02203700","2011-05-19 03:30:00",4,"A e",16.7,6.8,5.4,62.06
"02336410","2011-05-15 14:15:00",16,"A e",19,7.2,8.1,66.2
"02336360","2011-05-21 23:45:00",9.8,"A",23.1,7.3,8,73.58
"02337170","2011-05-28 01:15:00",5320,"A",20.6,6.5,7.1,69.08
"02203700","2011-05-05 14:00:00",22,"A",16.6,6.6,7.2,61.88
"02336410","2011-05-26 23:45:00",34,"A",23.5,NA,7.1,74.3
"02336360","2011-05-15 23:00:00",11,"A",18.8,7.3,8.9,65.84
"02336120","2011-05-30 08:00:00",15,"A",23.6,6.9,6.7,74.48
"02336360","2011-05-13 11:00:00",11,"A",21.2,7,7,70.16
"02336360","2011-05-26 17:45:00",8.4,"A",24.3,7.3,8.5,75.74
"02336313","2011-05-10 03:30:00",1.2,"A e",22,7.2,6.6,71.6
"02336300","2011-05-24 11:30:00",21,"A",NA,7.4,6.6,NA
"02203655","2011-05-22 03:45:00",7.8,"A e",21.8,7,6.6,71.24
"02336360","2011-05-27 07:00:00",73,"A",21.8,6.6,7,71.24
"02336526","2011-05-30 10:45:00",5.2,"A",22.8,7.2,7,73.04
"02336120","2011-05-16 13:45:00",13,"A e",16.7,7.2,8.3,62.06
"02203700","2011-05-05 04:15:00",24,"A",17.1,6.7,7.1,62.78
"02336360","2011-05-04 08:30:00",76,"A",NA,6.7,8.2,NA
"02336313","2011-05-05 14:30:00",1.4,"A",14.3,7,9.2,57.74
"02203700","2011-05-07 23:30:00",5.1,"A",21.1,7.1,4.6,69.98
"02336300","2011-05-22 03:30:00",23,"A e",22.5,7.3,7,72.5
"02203700","2011-05-11 13:45:00",4.6,"A",20.6,7.4,6.6,69.08
"02336526","2011-05-15 13:00:00",3.6,"A",18.6,7.2,7.2,65.48
"02336526","2011-05-17 14:00:00",3.8,"A",15.1,7.2,8.8,59.18
"02336240","2011-05-27 14:15:00",455,"A e",19.7,6.7,8.4,67.46
"02336410","2011-05-19 13:45:00",15,"A",14.8,7.2,9.3,58.64
"02336120","2011-05-02 16:30:00",16,"A",19.9,NA,8.4,67.82
"02203700","2011-05-18 11:45:00",4.2,"A",13.5,6.8,5.6,56.3
"02336300","2011-05-15 19:30:00",26,"A e",19.5,7.6,8.8,67.1
"02336120","2011-05-29 15:30:00",17,"A",22.4,6.9,7.3,72.32
"02203700","2011-05-08 23:00:00",4.9,"A",22.2,7.2,5.6,71.96
"02336300","2011-05-25 05:45:00",20,"A",23.5,7.4,6.3,74.3
"02336360","2011-05-14 05:00:00",11,"A e",22,7,6.9,71.6
"02336240","2011-05-02 17:30:00",13,"A",21.1,7.2,8.7,69.98
"02203700","2011-05-25 16:30:00",3.7,"A",23,7,8.1,73.4
"02203700","2011-05-23 00:30:00",3.7,"A",24.9,6.8,5.1,76.82
"02336120","2011-05-15 16:45:00",13,"A",18.9,7.3,8.4,66.02
"02336120","2011-05-23 16:30:00",11,"A",22.2,7.1,7.6,71.96
"02203700","2011-05-16 02:45:00",4.2,"A e",17.8,6.9,4.9,64.04
"02337170","2011-05-23 19:30:00",1760,"A",22,7.1,8.5,71.6
"02203655","2011-05-23 08:00:00",7.5,"A",21.9,6.9,5.9,71.42
"02336360","2011-05-21 03:15:00",10,"A",NA,7.1,7.5,NA
"02336120","2011-05-29 05:30:00",20,"A e",22.8,6.8,6.8,73.04
"02336728","2011-05-22 03:30:00",9.7,"A e",21.2,7.1,7.6,70.16
"02336240","2011-05-30 14:30:00",12,"A",22.7,7.1,7.4,72.86
"02336728","2011-05-24 13:30:00",8.9,"A",20.9,7.1,7.8,69.62
"02336313","2011-05-11 16:15:00",1,"A",23.6,7.2,8.8,74.48
"02336526","2011-05-17 12:30:00",4,"A",15.1,NA,8,59.18
"02203700","2011-05-24 10:30:00",3.7,"A",20.6,6.8,4.4,69.08
"02336120","2011-05-07 20:45:00",18,"A",19.5,7.2,9,67.1
"02336526","2011-05-15 10:15:00",3.6,"A",19.4,7.2,6.6,66.92
"02336240","2011-05-15 11:15:00",9.9,"A e",18.5,7.2,7.4,65.3
"02337170","2011-05-22 03:00:00",3330,"A",17.3,6.8,9.3,63.14
"02336410","2011-05-31 03:30:00",13,"A",24.9,7,6.5,76.82
"02336313","2011-05-17 01:00:00",1.3,"A",NA,7.3,8.2,NA
"02337170","2011-05-22 09:30:00",2450,"A",16.7,6.9,9.6,62.06
"02337170","2011-05-20 19:00:00",2970,"A",NA,6.9,9.5,NA
"02337170","2011-05-16 14:15:00",1540,"A e",16.3,7,8.7,61.34
"02337170","2011-05-30 08:45:00",1400,"A",23.1,6.8,7,73.58
"02336313","2011-05-01 19:00:00",1,"A",22.5,7.1,8.3,72.5
"02336728","2011-05-21 02:30:00",10,"A e",20.3,7.1,7.9,68.54
"02336728","2011-05-20 09:00:00",10,"A e",16.2,7.1,8.6,61.16
"02336240","2011-05-22 14:45:00",8.9,"A",20.5,7.3,8.4,68.9
"02203655","2011-05-24 04:15:00",7.5,"A",22.9,7,NA,73.22
"02203700","2011-05-15 07:45:00",4.4,"A e",19.2,6.9,4.6,66.56
"02336120","2011-05-11 21:45:00",15,"A",25.1,7.4,NA,77.18
"02336120","2011-05-13 09:00:00",13,"A",21.8,7.1,7,71.24
"02203700","2011-05-16 19:45:00",7.9,"A",18.9,7.2,10.2,66.02
"02336240","2011-05-11 04:45:00",11,"A",21.8,7.1,6.9,71.24
"02336410","2011-05-15 15:15:00",16,"A",19.1,7.3,8.4,66.38
"02203700","2011-05-08 09:15:00",4.9,"A",NA,7.1,5,NA
"02203700","2011-05-13 07:30:00",4.4,"A",21.2,6.8,NA,70.16
"02336526","2011-05-12 12:30:00",3.8,"A",21,7.1,6.8,69.8
"02336120","2011-05-06 03:45:00",21,"A e",16.6,7,8.5,61.88
"02337170","2011-05-05 00:15:00",7180,"A",14.8,6.7,9.7,58.64
"02336120","2011-05-05 06:00:00",30,"A",16.4,6.8,8.3,61.52
"02336526","2011-05-23 13:30:00",3.6,"A e",21.1,7.5,7.1,69.98
"02336526","2011-05-15 14:00:00",3.6,"A e",18.6,7.2,7.7,65.48
"02336360","2011-05-20 22:30:00",10,"A",21.9,7.4,9.1,71.42
"02336410","2011-05-08 18:45:00",21,"A e",20,7.2,8.8,68
"02203700","2011-05-08 09:45:00",5.1,"A e",16.5,NA,5.1,61.7
"02336240","2011-05-08 03:00:00",13,"A",17.9,7.2,7.9,64.22
"02203700","2011-05-17 07:30:00",4.6,"A",15.7,6.9,5.4,60.26
"02336240","2011-05-23 00:30:00",8.5,"A",23.7,7.2,7.2,74.66
"02336410","2011-05-03 23:15:00",79,"A",20.6,6.8,7.2,69.08
"02336410","2011-05-25 10:45:00",13,"A",21.9,7.2,7,71.42
"02203700","2011-05-18 00:00:00",4.4,"A",16.4,6.9,6.7,61.52
"02336360","2011-05-31 03:30:00",6.3,"A e",25.1,6.9,6.6,77.18
"02336120","2011-05-15 01:30:00",13,"A",21.8,7.2,7.6,71.24
"02203700","2011-05-14 09:30:00",4.4,"A",20.4,6.8,4.4,68.72
"02336300","2011-05-17 12:30:00",27,"A",15.3,7.5,8.1,59.54
"02203700","2011-05-16 21:45:00",11,"A",19.4,7.1,3.3,66.92
"02336240","2011-05-05 21:45:00",15,"A e",17.5,7.2,8.8,63.5
"02336360","2011-05-22 10:30:00",9.8,"A",20.5,7.1,7,68.9
"02336410","2011-05-20 06:00:00",15,"A",17.8,7.2,8.3,64.04
"02336240","2011-05-01 14:30:00",13,"A",17.9,7.2,8.2,64.22
"02336300","2011-05-01 05:45:00",34,"A e",19.7,7.2,7,67.46
"02336313","2011-05-05 06:00:00",1.3,"A",15,6.9,7.6,59
"02336728","2011-05-28 11:00:00",40,"A",20.7,6.8,7.7,69.26
